Age,Gender,MaritalStatus,IncomeLevel,AmountSpent,ProductCategory,InteractionType,ResolutionStatus,LoginFrequency,ServiceUsage,ChurnStatus
66,F,Widowed,Medium,483.57,Groceries,Inquiry,Unresolved,3,Online Banking,1
66,F,Widowed,Medium,483.57,Groceries,Inquiry,Resolved,3,Online Banking,1
66,F,Widowed,Medium,468.59,Electronics,Inquiry,Unresolved,3,Online Banking,1
66,F,Widowed,Medium,468.59,Electronics,Inquiry,Resolved,3,Online Banking,1
66,F,Widowed,Medium,124.52,Furniture,Inquiry,Unresolved,3,Online Banking,1
66,F,Widowed,Medium,124.52,Furniture,Inquiry,Resolved,3,Online Banking,1
66,F,Widowed,Medium,397.53,Electronics,Inquiry,Unresolved,3,Online Banking,1
66,F,Widowed,Medium,397.53,Electronics,Inquiry,Resolved,3,Online Banking,1
66,F,Widowed,Medium,403.16,Clothing,Inquiry,Unresolved,3,Online Banking,1
66,F,Widowed,Medium,403.16,Clothing,Inquiry,Resolved,3,Online Banking,1
67,F,Widowed,Low,289.24,Furniture,Inquiry,Unresolved,30,Website,0
67,F,Widowed,Low,121.88,Clothing,Inquiry,Unresolved,30,Website,0
67,F,Widowed,Low,444.57,Furniture,Inquiry,Unresolved,30,Website,0
67,F,Widowed,Low,281.05,Groceries,Inquiry,Unresolved,30,Website,0
67,F,Widowed,Low,366.4,Groceries,Inquiry,Unresolved,30,Website,0
67,F,Widowed,Low,74.68,Furniture,Inquiry,Unresolved,30,Website,0
67,F,Widowed,Low,242.17,Clothing,Inquiry,Unresolved,30,Website,0
67,F,Widowed,Low,43.61,Furniture,Inquiry,Unresolved,30,Website,0
23,M,Married,High,131.3,Furniture,Complaint,Unresolved,49,Mobile App,0
23,M,Married,High,131.3,Furniture,Inquiry,Resolved,49,Mobile App,0
23,M,Married,High,244.22,Clothing,Complaint,Unresolved,49,Mobile App,0
23,M,Married,High,244.22,Clothing,Inquiry,Resolved,49,Mobile App,0
23,M,Married,High,499.56,Groceries,Complaint,Unresolved,49,Mobile App,0
23,M,Married,High,499.56,Groceries,Inquiry,Resolved,49,Mobile App,0
59,F,Married,High,213.51,Clothing,None,No Issue,7,Online Banking,1
59,F,Married,High,9.93,Furniture,None,No Issue,7,Online Banking,1
59,F,Married,High,267.23,Books,None,No Issue,7,Online Banking,1
59,F,Married,High,101.29,Groceries,None,No Issue,7,Online Banking,1
59,F,Married,High,469.37,Clothing,None,No Issue,7,Online Banking,1
59,F,Married,High,481.43,Furniture,None,No Issue,7,Online Banking,1
53,M,Divorced,Low,365.58,Books,Feedback,Unresolved,1,Mobile App,1
53,M,Divorced,Low,365.58,Books,Inquiry,Unresolved,1,Mobile App,1
53,M,Divorced,Low,128.73,Clothing,Feedback,Unresolved,1,Mobile App,1
53,M,Divorced,Low,128.73,Clothing,Inquiry,Unresolved,1,Mobile App,1
18,M,Married,Medium,284.74,Furniture,Inquiry,Unresolved,20,Mobile App,0
18,M,Married,Medium,284.74,Furniture,Complaint,Unresolved,20,Mobile App,0
18,M,Married,Medium,312.51,Electronics,Inquiry,Unresolved,20,Mobile App,0
18,M,Married,Medium,312.51,Electronics,Complaint,Unresolved,20,Mobile App,0
18,M,Married,Medium,15.53,Groceries,Inquiry,Unresolved,20,Mobile App,0
18,M,Married,Medium,15.53,Groceries,Complaint,Unresolved,20,Mobile App,0
18,M,Married,Medium,183.84,Books,Inquiry,Unresolved,20,Mobile App,0
18,M,Married,Medium,183.84,Books,Complaint,Unresolved,20,Mobile App,0
18,M,Married,Medium,129.28,Clothing,Inquiry,Unresolved,20,Mobile App,0
18,M,Married,Medium,129.28,Clothing,Complaint,Unresolved,20,Mobile App,0
18,M,Married,Medium,348.8,Books,Inquiry,Unresolved,20,Mobile App,0
18,M,Married,Medium,348.8,Books,Complaint,Unresolved,20,Mobile App,0
49,M,Married,Medium,301.71,Clothing,Inquiry,Resolved,25,Website,1
49,M,Married,Medium,301.71,Clothing,Feedback,Resolved,25,Website,1
49,M,Married,Medium,356.25,Electronics,Inquiry,Resolved,25,Website,1
49,M,Married,Medium,356.25,Electronics,Feedback,Resolved,25,Website,1
49,M,Married,Medium,65.04,Books,Inquiry,Resolved,25,Website,1
49,M,Married,Medium,65.04,Books,Feedback,Resolved,25,Website,1
23,F,Widowed,High,262.74,Furniture,Inquiry,Unresolved,33,Website,1
23,F,Widowed,High,350.44,Books,Inquiry,Unresolved,33,Website,1
48,F,Divorced,High,223.78,Clothing,Inquiry,Resolved,35,Website,0
48,F,Divorced,High,188.01,Furniture,Inquiry,Resolved,35,Website,0
48,F,Divorced,High,338.38,Books,Inquiry,Resolved,35,Website,0
18,F,Married,High,213.16,Electronics,Complaint,Unresolved,44,Online Banking,0
18,F,Married,High,470.73,Books,Complaint,Unresolved,44,Online Banking,0
18,F,Married,High,101.31,Clothing,Complaint,Unresolved,44,Online Banking,0
18,F,Married,High,27.17,Electronics,Complaint,Unresolved,44,Online Banking,0
18,F,Married,High,441.91,Furniture,Complaint,Unresolved,44,Online Banking,0
18,F,Married,High,479.5,Furniture,Complaint,Unresolved,44,Online Banking,0
18,F,Married,High,100.23,Books,Complaint,Unresolved,44,Online Banking,0
67,F,Married,Low,393.41,Furniture,None,No Issue,24,Website,0
67,F,Married,Low,147.57,Clothing,None,No Issue,24,Website,0
67,F,Married,Low,288.3,Clothing,None,No Issue,24,Website,0
67,F,Married,Low,42.8,Books,None,No Issue,24,Website,0
67,F,Married,Low,146.51,Groceries,None,No Issue,24,Website,0
67,F,Married,Low,476.62,Electronics,None,No Issue,24,Website,0
67,F,Married,Low,288.43,Electronics,None,No Issue,24,Website,0
67,F,Married,Low,349.64,Books,None,No Issue,24,Website,0
68,F,Widowed,High,37.93,Furniture,None,No Issue,14,Mobile App,0
68,F,Widowed,High,150.08,Books,None,No Issue,14,Mobile App,0
68,F,Widowed,High,275.8,Electronics,None,No Issue,14,Mobile App,0
68,F,Widowed,High,60.98,Clothing,None,No Issue,14,Mobile App,0
68,F,Widowed,High,128.83,Clothing,None,No Issue,14,Mobile App,0
54,M,Married,High,76.68,Books,Complaint,Resolved,39,Mobile App,0
54,M,Married,High,364.59,Books,Complaint,Resolved,39,Mobile App,0
54,M,Married,High,234.95,Electronics,Complaint,Resolved,39,Mobile App,0
54,M,Married,High,157.45,Books,Complaint,Resolved,39,Mobile App,0
54,M,Married,High,185.09,Books,Complaint,Resolved,39,Mobile App,0
54,M,Married,High,136.24,Electronics,Complaint,Resolved,39,Mobile App,0
54,M,Married,High,349.28,Furniture,Complaint,Resolved,39,Mobile App,0
52,F,Widowed,High,236.46,Electronics,None,No Issue,44,Online Banking,0
52,F,Widowed,High,212.02,Clothing,None,No Issue,44,Online Banking,0
66,M,Divorced,Medium,405.37,Electronics,Inquiry,Unresolved,34,Online Banking,0
66,M,Divorced,Medium,158.16,Electronics,Inquiry,Unresolved,34,Online Banking,0
66,M,Divorced,Medium,310.94,Clothing,Inquiry,Unresolved,34,Online Banking,0
66,M,Divorced,Medium,333.37,Furniture,Inquiry,Unresolved,34,Online Banking,0
66,M,Divorced,Medium,346.98,Books,Inquiry,Unresolved,34,Online Banking,0
66,M,Divorced,Medium,70.57,Clothing,Inquiry,Unresolved,34,Online Banking,0
47,M,Widowed,Medium,312.99,Clothing,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,312.99,Clothing,Feedback,Resolved,18,Mobile App,1
47,M,Widowed,Medium,275.22,Groceries,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,275.22,Groceries,Feedback,Resolved,18,Mobile App,1
47,M,Widowed,Medium,215.99,Groceries,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,215.99,Groceries,Feedback,Resolved,18,Mobile App,1
47,M,Widowed,Medium,255.14,Electronics,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,255.14,Electronics,Feedback,Resolved,18,Mobile App,1
47,M,Widowed,Medium,380.8,Groceries,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,380.8,Groceries,Feedback,Resolved,18,Mobile App,1
47,M,Widowed,Medium,157.43,Books,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,157.43,Books,Feedback,Resolved,18,Mobile App,1
47,M,Widowed,Medium,353.31,Clothing,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,353.31,Clothing,Feedback,Resolved,18,Mobile App,1
47,M,Widowed,Medium,61.45,Furniture,Complaint,Resolved,18,Mobile App,1
47,M,Widowed,Medium,61.45,Furniture,Feedback,Resolved,18,Mobile App,1
21,F,Widowed,High,58.03,Books,Feedback,Unresolved,2,Online Banking,0
21,F,Widowed,High,58.03,Books,Complaint,Resolved,2,Online Banking,0
21,F,Widowed,High,364.93,Books,Feedback,Unresolved,2,Online Banking,0
21,F,Widowed,High,364.93,Books,Complaint,Resolved,2,Online Banking,0
21,F,Widowed,High,142.75,Electronics,Feedback,Unresolved,2,Online Banking,0
21,F,Widowed,High,142.75,Electronics,Complaint,Resolved,2,Online Banking,0
21,F,Widowed,High,453.15,Electronics,Feedback,Unresolved,2,Online Banking,0
21,F,Widowed,High,453.15,Electronics,Complaint,Resolved,2,Online Banking,0
21,F,Widowed,High,54.9,Books,Feedback,Unresolved,2,Online Banking,0
21,F,Widowed,High,54.9,Books,Complaint,Resolved,2,Online Banking,0
21,F,Widowed,High,95.03,Groceries,Feedback,Unresolved,2,Online Banking,0
21,F,Widowed,High,95.03,Groceries,Complaint,Resolved,2,Online Banking,0
52,M,Divorced,Medium,27.84,Furniture,Complaint,Unresolved,38,Mobile App,0
52,M,Divorced,Medium,27.84,Furniture,Complaint,Resolved,38,Mobile App,0
52,M,Divorced,Medium,109.55,Furniture,Complaint,Unresolved,38,Mobile App,0
52,M,Divorced,Medium,109.55,Furniture,Complaint,Resolved,38,Mobile App,0
52,M,Divorced,Medium,492.28,Books,Complaint,Unresolved,38,Mobile App,0
52,M,Divorced,Medium,492.28,Books,Complaint,Resolved,38,Mobile App,0
52,M,Divorced,Medium,325.01,Clothing,Complaint,Unresolved,38,Mobile App,0
52,M,Divorced,Medium,325.01,Clothing,Complaint,Resolved,38,Mobile App,0
52,M,Divorced,Medium,118.33,Groceries,Complaint,Unresolved,38,Mobile App,0
52,M,Divorced,Medium,118.33,Groceries,Complaint,Resolved,38,Mobile App,0
60,F,Single,Medium,491.19,Groceries,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,433.38,Electronics,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,467.17,Books,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,318.36,Clothing,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,49.64,Furniture,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,341.2,Groceries,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,278.53,Groceries,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,6.3,Electronics,Feedback,Resolved,17,Mobile App,1
60,F,Single,Medium,439.75,Clothing,Feedback,Resolved,17,Mobile App,1
31,M,Widowed,Medium,442.76,Electronics,Inquiry,Resolved,23,Mobile App,1
31,M,Widowed,Medium,375.92,Groceries,Inquiry,Resolved,23,Mobile App,1
31,M,Widowed,Medium,119.9,Groceries,Inquiry,Resolved,23,Mobile App,1
66,M,Married,Medium,116.2,Furniture,Feedback,Resolved,33,Website,0
66,M,Married,Medium,116.2,Furniture,Inquiry,Resolved,33,Website,0
66,M,Married,Medium,401.66,Books,Feedback,Resolved,33,Website,0
66,M,Married,Medium,401.66,Books,Inquiry,Resolved,33,Website,0
66,M,Married,Medium,410.34,Electronics,Feedback,Resolved,33,Website,0
66,M,Married,Medium,410.34,Electronics,Inquiry,Resolved,33,Website,0
66,M,Married,Medium,318.29,Books,Feedback,Resolved,33,Website,0
66,M,Married,Medium,318.29,Books,Inquiry,Resolved,33,Website,0
66,M,Married,Medium,226.06,Clothing,Feedback,Resolved,33,Website,0
66,M,Married,Medium,226.06,Clothing,Inquiry,Resolved,33,Website,0
66,M,Married,Medium,317.32,Clothing,Feedback,Resolved,33,Website,0
66,M,Married,Medium,317.32,Clothing,Inquiry,Resolved,33,Website,0
66,M,Married,Medium,494.01,Electronics,Feedback,Resolved,33,Website,0
66,M,Married,Medium,494.01,Electronics,Inquiry,Resolved,33,Website,0
57,M,Widowed,Low,374.94,Electronics,None,No Issue,28,Online Banking,0
57,M,Widowed,Low,369.95,Groceries,None,No Issue,28,Online Banking,0
39,F,Divorced,Medium,27.36,Furniture,None,No Issue,15,Website,0
39,F,Divorced,Medium,456.04,Clothing,None,No Issue,15,Website,0
39,F,Divorced,Medium,447.39,Clothing,None,No Issue,15,Website,0
39,F,Divorced,Medium,215.41,Clothing,None,No Issue,15,Website,0
39,F,Divorced,Medium,10.61,Clothing,None,No Issue,15,Website,0
39,F,Divorced,Medium,391.77,Groceries,None,No Issue,15,Website,0
39,F,Divorced,Medium,208.23,Books,None,No Issue,15,Website,0
39,F,Divorced,Medium,403.3,Groceries,None,No Issue,15,Website,0
39,F,Divorced,Medium,162.91,Groceries,None,No Issue,15,Website,0
27,F,Married,Medium,318.24,Furniture,Feedback,Resolved,11,Website,0
27,F,Married,Medium,290.28,Groceries,Feedback,Resolved,11,Website,0
27,F,Married,Medium,86.67,Groceries,Feedback,Resolved,11,Website,0
27,F,Married,Medium,478.44,Furniture,Feedback,Resolved,11,Website,0
27,F,Married,Medium,488.18,Clothing,Feedback,Resolved,11,Website,0
27,F,Married,Medium,166.5,Groceries,Feedback,Resolved,11,Website,0
27,F,Married,Medium,89.47,Furniture,Feedback,Resolved,11,Website,0
27,F,Married,Medium,58.39,Electronics,Feedback,Resolved,11,Website,0
18,F,Divorced,Medium,482.75,Clothing,Complaint,Resolved,23,Website,1
18,F,Divorced,Medium,482.75,Clothing,Complaint,Unresolved,23,Website,1
18,F,Divorced,Medium,147.45,Books,Complaint,Resolved,23,Website,1
18,F,Divorced,Medium,147.45,Books,Complaint,Unresolved,23,Website,1
28,F,Widowed,Medium,127.65,Groceries,Inquiry,Resolved,13,Website,0
28,F,Widowed,Medium,115.9,Books,Inquiry,Resolved,13,Website,0
68,M,Divorced,Low,391.42,Electronics,Feedback,Unresolved,47,Mobile App,0
68,M,Divorced,Low,160.81,Electronics,Feedback,Unresolved,47,Mobile App,0
61,F,Divorced,Low,182.65,Books,Inquiry,Resolved,11,Website,0
61,F,Divorced,Low,389.5,Electronics,Inquiry,Resolved,11,Website,0
61,F,Divorced,Low,450.67,Furniture,Inquiry,Resolved,11,Website,0
61,F,Divorced,Low,344.06,Books,Inquiry,Resolved,11,Website,0
61,F,Divorced,Low,425.15,Groceries,Inquiry,Resolved,11,Website,0
61,F,Divorced,Low,401.03,Electronics,Inquiry,Resolved,11,Website,0
61,F,Divorced,Low,297.13,Clothing,Inquiry,Resolved,11,Website,0
61,F,Divorced,Low,236.51,Electronics,Inquiry,Resolved,11,Website,0
41,F,Single,High,405.19,Books,None,No Issue,36,Website,0
41,F,Single,High,224.86,Clothing,None,No Issue,36,Website,0
41,F,Single,High,48.9,Electronics,None,No Issue,36,Website,0
41,F,Single,High,11.23,Groceries,None,No Issue,36,Website,0
41,F,Single,High,376.94,Groceries,None,No Issue,36,Website,0
41,F,Single,High,230.72,Electronics,None,No Issue,36,Website,0
41,F,Single,High,309.14,Groceries,None,No Issue,36,Website,0
41,F,Single,High,248.79,Electronics,None,No Issue,36,Website,0
41,F,Single,High,24.17,Furniture,None,No Issue,36,Website,0
20,M,Widowed,Medium,109.98,Groceries,Inquiry,Resolved,38,Mobile App,0
20,M,Widowed,Medium,333.98,Electronics,Inquiry,Resolved,38,Mobile App,0
20,M,Widowed,Medium,376.77,Groceries,Inquiry,Resolved,38,Mobile App,0
20,M,Widowed,Medium,75.54,Electronics,Inquiry,Resolved,38,Mobile App,0
52,M,Widowed,Medium,93.12,Groceries,Inquiry,Unresolved,27,Mobile App,0
52,M,Widowed,Medium,159.17,Groceries,Inquiry,Unresolved,27,Mobile App,0
52,M,Widowed,Medium,369.06,Furniture,Inquiry,Unresolved,27,Mobile App,0
52,M,Widowed,Medium,478.02,Electronics,Inquiry,Unresolved,27,Mobile App,0
52,M,Widowed,Medium,213.92,Clothing,Inquiry,Unresolved,27,Mobile App,0
52,M,Widowed,Medium,256.79,Clothing,Inquiry,Unresolved,27,Mobile App,0
53,F,Widowed,High,69.09,Electronics,None,No Issue,18,Mobile App,0
53,F,Widowed,High,372.66,Books,None,No Issue,18,Mobile App,0
48,M,Widowed,Low,228.16,Books,None,No Issue,40,Mobile App,0
48,M,Widowed,Low,191.7,Furniture,None,No Issue,40,Mobile App,0
21,F,Married,High,431.47,Electronics,None,No Issue,38,Online Banking,1
36,M,Divorced,Low,402.2,Furniture,Inquiry,Unresolved,34,Online Banking,0
36,M,Divorced,Low,234.41,Electronics,Inquiry,Unresolved,34,Online Banking,0
36,M,Divorced,Low,397.8,Books,Inquiry,Unresolved,34,Online Banking,0
36,M,Divorced,Low,352.46,Clothing,Inquiry,Unresolved,34,Online Banking,0
36,M,Divorced,Low,120.37,Clothing,Inquiry,Unresolved,34,Online Banking,0
36,M,Divorced,Low,498.24,Clothing,Inquiry,Unresolved,34,Online Banking,0
36,M,Divorced,Low,461.47,Electronics,Inquiry,Unresolved,34,Online Banking,0
36,M,Divorced,Low,337.7,Books,Inquiry,Unresolved,34,Online Banking,0
64,F,Widowed,High,280.48,Electronics,Feedback,Resolved,22,Website,0
64,F,Widowed,High,280.48,Electronics,Inquiry,Unresolved,22,Website,0
64,F,Widowed,High,198.5,Electronics,Feedback,Resolved,22,Website,0
64,F,Widowed,High,198.5,Electronics,Inquiry,Unresolved,22,Website,0
64,F,Widowed,High,461.27,Electronics,Feedback,Resolved,22,Website,0
64,F,Widowed,High,461.27,Electronics,Inquiry,Unresolved,22,Website,0
64,F,Widowed,High,356.74,Clothing,Feedback,Resolved,22,Website,0
64,F,Widowed,High,356.74,Clothing,Inquiry,Unresolved,22,Website,0
64,F,Widowed,High,207.97,Electronics,Feedback,Resolved,22,Website,0
64,F,Widowed,High,207.97,Electronics,Inquiry,Unresolved,22,Website,0
64,F,Widowed,High,493.64,Electronics,Feedback,Resolved,22,Website,0
64,F,Widowed,High,493.64,Electronics,Inquiry,Unresolved,22,Website,0
64,F,Widowed,High,46.89,Clothing,Feedback,Resolved,22,Website,0
64,F,Widowed,High,46.89,Clothing,Inquiry,Unresolved,22,Website,0
53,M,Married,High,445.89,Groceries,Feedback,Resolved,18,Mobile App,0
53,M,Married,High,88.04,Clothing,Feedback,Resolved,18,Mobile App,0
53,M,Married,High,490.3,Clothing,Feedback,Resolved,18,Mobile App,0
38,F,Widowed,Medium,142.43,Furniture,Complaint,Resolved,41,Online Banking,0
38,F,Widowed,Medium,472.91,Clothing,Complaint,Resolved,41,Online Banking,0
38,F,Widowed,Medium,151.5,Groceries,Complaint,Resolved,41,Online Banking,0
38,F,Widowed,Medium,426.75,Clothing,Complaint,Resolved,41,Online Banking,0
38,F,Widowed,Medium,485.11,Groceries,Complaint,Resolved,41,Online Banking,0
38,F,Widowed,Medium,323.48,Electronics,Complaint,Resolved,41,Online Banking,0
38,F,Widowed,Medium,481.57,Electronics,Complaint,Resolved,41,Online Banking,0
35,M,Divorced,High,345.04,Books,Feedback,Unresolved,18,Mobile App,0
35,M,Divorced,High,306.78,Groceries,Feedback,Unresolved,18,Mobile App,0
35,M,Divorced,High,157.67,Clothing,Feedback,Unresolved,18,Mobile App,0
35,M,Divorced,High,186.63,Books,Feedback,Unresolved,18,Mobile App,0
35,M,Divorced,High,395.87,Clothing,Feedback,Unresolved,18,Mobile App,0
68,F,Widowed,Low,144.28,Books,Inquiry,Resolved,13,Website,0
68,F,Widowed,Low,198.99,Books,Inquiry,Resolved,13,Website,0
45,F,Married,Low,419.85,Electronics,Inquiry,Resolved,39,Online Banking,1
32,F,Married,High,410.66,Books,Complaint,Unresolved,16,Online Banking,0
32,F,Married,High,410.66,Books,Feedback,Unresolved,16,Online Banking,0
32,F,Married,High,339.16,Furniture,Complaint,Unresolved,16,Online Banking,0
32,F,Married,High,339.16,Furniture,Feedback,Unresolved,16,Online Banking,0
32,F,Married,High,75.7,Books,Complaint,Unresolved,16,Online Banking,0
32,F,Married,High,75.7,Books,Feedback,Unresolved,16,Online Banking,0
32,F,Married,High,484.18,Books,Complaint,Unresolved,16,Online Banking,0
32,F,Married,High,484.18,Books,Feedback,Unresolved,16,Online Banking,0
32,F,Married,High,459,Books,Complaint,Unresolved,16,Online Banking,0
32,F,Married,High,459,Books,Feedback,Unresolved,16,Online Banking,0
59,F,Divorced,Low,249.26,Furniture,None,No Issue,8,Mobile App,0
59,F,Divorced,Low,34.12,Clothing,None,No Issue,8,Mobile App,0
59,F,Divorced,Low,405.03,Clothing,None,No Issue,8,Mobile App,0
59,F,Divorced,Low,267.25,Electronics,None,No Issue,8,Mobile App,0
59,F,Divorced,Low,418.07,Groceries,None,No Issue,8,Mobile App,0
19,F,Widowed,High,128.42,Furniture,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,128.42,Furniture,Feedback,Resolved,34,Mobile App,0
19,F,Widowed,High,186.82,Clothing,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,186.82,Clothing,Feedback,Resolved,34,Mobile App,0
19,F,Widowed,High,387.19,Clothing,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,387.19,Clothing,Feedback,Resolved,34,Mobile App,0
19,F,Widowed,High,489.82,Clothing,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,489.82,Clothing,Feedback,Resolved,34,Mobile App,0
19,F,Widowed,High,203.23,Books,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,203.23,Books,Feedback,Resolved,34,Mobile App,0
19,F,Widowed,High,346.68,Groceries,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,346.68,Groceries,Feedback,Resolved,34,Mobile App,0
19,F,Widowed,High,439.53,Groceries,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,439.53,Groceries,Feedback,Resolved,34,Mobile App,0
19,F,Widowed,High,78.65,Clothing,Complaint,Unresolved,34,Mobile App,0
19,F,Widowed,High,78.65,Clothing,Feedback,Resolved,34,Mobile App,0
54,F,Married,Medium,13.04,Groceries,Inquiry,Unresolved,29,Website,0
54,F,Married,Medium,13.04,Groceries,Complaint,Resolved,29,Website,0
28,M,Single,Medium,444.84,Books,Complaint,Resolved,6,Online Banking,0
40,F,Widowed,Medium,398.49,Furniture,None,No Issue,38,Mobile App,0
40,F,Widowed,Medium,174.35,Clothing,None,No Issue,38,Mobile App,0
40,F,Widowed,Medium,19.9,Clothing,None,No Issue,38,Mobile App,0
40,F,Widowed,Medium,290.43,Books,None,No Issue,38,Mobile App,0
40,F,Widowed,Medium,129.94,Groceries,None,No Issue,38,Mobile App,0
40,F,Widowed,Medium,87.74,Electronics,None,No Issue,38,Mobile App,0
40,F,Widowed,Medium,32.37,Electronics,None,No Issue,38,Mobile App,0
40,F,Widowed,Medium,60.04,Books,None,No Issue,38,Mobile App,0
61,M,Single,Medium,334.2,Furniture,Feedback,Unresolved,36,Mobile App,0
61,M,Single,Medium,334.2,Furniture,Inquiry,Resolved,36,Mobile App,0
58,F,Married,High,22.57,Electronics,None,No Issue,48,Mobile App,0
58,F,Married,High,177.93,Furniture,None,No Issue,48,Mobile App,0
58,F,Married,High,64.75,Furniture,None,No Issue,48,Mobile App,0
58,F,Married,High,104.43,Groceries,None,No Issue,48,Mobile App,0
58,F,Married,High,336.59,Furniture,None,No Issue,48,Mobile App,0
58,F,Married,High,395.38,Groceries,None,No Issue,48,Mobile App,0
58,F,Married,High,347.15,Electronics,None,No Issue,48,Mobile App,0
29,M,Married,Low,185.34,Groceries,Complaint,Unresolved,42,Online Banking,0
29,M,Married,Low,385.58,Groceries,Complaint,Unresolved,42,Online Banking,0
29,M,Married,Low,246.37,Clothing,Complaint,Unresolved,42,Online Banking,0
29,M,Married,Low,485.08,Books,Complaint,Unresolved,42,Online Banking,0
29,M,Married,Low,432.79,Furniture,Complaint,Unresolved,42,Online Banking,0
20,F,Divorced,High,373.09,Books,None,No Issue,26,Mobile App,0
20,F,Divorced,High,243.07,Books,None,No Issue,26,Mobile App,0
20,F,Divorced,High,73.02,Electronics,None,No Issue,26,Mobile App,0
20,F,Divorced,High,445.69,Clothing,None,No Issue,26,Mobile App,0
20,F,Divorced,High,258.55,Electronics,None,No Issue,26,Mobile App,0
20,F,Divorced,High,118.45,Books,None,No Issue,26,Mobile App,0
20,F,Divorced,High,241.68,Books,None,No Issue,26,Mobile App,0
69,M,Divorced,Low,348.91,Electronics,Complaint,Resolved,18,Website,0
69,M,Divorced,Low,35.38,Clothing,Complaint,Resolved,18,Website,0
69,M,Divorced,Low,388.8,Groceries,Complaint,Resolved,18,Website,0
69,M,Divorced,Low,29.66,Books,Complaint,Resolved,18,Website,0
69,M,Divorced,Low,38.65,Groceries,Complaint,Resolved,18,Website,0
69,M,Divorced,Low,430.59,Electronics,Complaint,Resolved,18,Website,0
69,M,Divorced,Low,177.59,Clothing,Complaint,Resolved,18,Website,0
69,M,Divorced,Low,433.5,Clothing,Complaint,Resolved,18,Website,0
34,F,Widowed,High,108.73,Books,None,No Issue,11,Mobile App,0
34,F,Widowed,High,213.27,Electronics,None,No Issue,11,Mobile App,0
34,F,Widowed,High,44.73,Books,None,No Issue,11,Mobile App,0
34,F,Widowed,High,49.77,Furniture,None,No Issue,11,Mobile App,0
34,F,Widowed,High,91.31,Groceries,None,No Issue,11,Mobile App,0
34,F,Widowed,High,154.69,Groceries,None,No Issue,11,Mobile App,0
34,F,Widowed,High,40.42,Books,None,No Issue,11,Mobile App,0
50,M,Married,Low,496.79,Groceries,None,No Issue,27,Mobile App,0
50,M,Married,Low,127.19,Books,None,No Issue,27,Mobile App,0
50,M,Married,Low,434.22,Clothing,None,No Issue,27,Mobile App,0
50,M,Married,Low,493.54,Groceries,None,No Issue,27,Mobile App,0
50,M,Married,Low,325.98,Groceries,None,No Issue,27,Mobile App,0
50,M,Married,Low,377.72,Clothing,None,No Issue,27,Mobile App,0
50,M,Married,Low,157.24,Furniture,None,No Issue,27,Mobile App,0
18,F,Married,Low,408.06,Electronics,None,No Issue,30,Online Banking,0
18,F,Married,Low,8.89,Books,None,No Issue,30,Online Banking,0
18,F,Married,Low,29.7,Groceries,None,No Issue,30,Online Banking,0
18,F,Married,Low,194.97,Furniture,None,No Issue,30,Online Banking,0
18,F,Married,Low,258.83,Clothing,None,No Issue,30,Online Banking,0
18,F,Married,Low,191.97,Books,None,No Issue,30,Online Banking,0
18,F,Married,Low,378.87,Furniture,None,No Issue,30,Online Banking,0
56,M,Married,High,25.75,Electronics,Complaint,Unresolved,18,Website,0
56,M,Married,High,25.75,Electronics,Inquiry,Unresolved,18,Website,0
37,M,Married,Medium,169.4,Electronics,Inquiry,Unresolved,43,Online Banking,1
37,M,Married,Medium,169.4,Electronics,Complaint,Resolved,43,Online Banking,1
37,M,Married,Medium,326,Books,Inquiry,Unresolved,43,Online Banking,1
37,M,Married,Medium,326,Books,Complaint,Resolved,43,Online Banking,1
37,M,Married,Medium,398.92,Groceries,Inquiry,Unresolved,43,Online Banking,1
37,M,Married,Medium,398.92,Groceries,Complaint,Resolved,43,Online Banking,1
37,M,Married,Medium,271.46,Furniture,Inquiry,Unresolved,43,Online Banking,1
37,M,Married,Medium,271.46,Furniture,Complaint,Resolved,43,Online Banking,1
37,M,Married,Medium,50.47,Electronics,Inquiry,Unresolved,43,Online Banking,1
37,M,Married,Medium,50.47,Electronics,Complaint,Resolved,43,Online Banking,1
37,M,Married,Medium,217,Furniture,Inquiry,Unresolved,43,Online Banking,1
